"Kingdom","Phylum_division","Subphylum","Superclass","Class","Order","Family","Genus","Latin"
"animalia","arthropoda",NA,NA,"insecta","diptera","chironomidae","brillia","brillia immaculata"
"animalia","arthropoda",NA,NA,"insecta","diptera","pediciidae","dicranota","unknown (dicranota genus)"
"animalia","annelida",NA,NA,"clitellata","crassiclitellata","lumbricidae","eiseniella","eiseniella tetraedra"
"animalia","arthropoda",NA,NA,"insecta","ephemeroptera","ephemerellidae","serratella","serratella ignita"
"animalia","arthropoda",NA,NA,"insecta","plecoptera","leuctridae","leuctra","unknown (leuctra genus)"
"animalia","arthropoda",NA,NA,"insecta","trichoptera","hydropsychidae","hydropsyche","hydropsyche angustipennis"
"animalia","annelida",NA,NA,"oligochaeta","haplotaxida","tubificidae","limnodrilus","limnodrilus hoffmeisteri"
"animalia","annelida",NA,NA,"oligochaeta","haplotaxida","tubificidae","tubifex","tubifex tubifex"
"animalia","arthropoda",NA,NA,"malacostraca","amphipoda","gammaridae","gammarus","gammarus balcanicus"
"animalia","arthropoda",NA,NA,"insecta","coleoptera","elmidae","elmis","unknown (elmis genus)"
"animalia","arthropoda",NA,NA,"insecta","trichoptera","rhyacophilidae","rhyacophila","rhyacophila nubila"
"animalia","annelida",NA,NA,"clitellata","lumbriculida","lumbriculidae","stylodrilus","stylodrilus heringianus"
"animalia","arthropoda",NA,NA,"insecta","ephemeroptera","caenidae","caenis","caenis rivulorum"
"animalia","arthropoda",NA,NA,"insecta","coleoptera","elmidae","limnius","unknown (limnius genus)"
"animalia","arthropoda",NA,NA,"insecta","ephemeroptera","ephemeridae","ephemera","ephemera danica"
"animalia","nemata","unknown (nematoda phylum)","unknown (nematoda phylum)","unknown (nematoda phylum)","unknown (nematoda phylum)","unknown (nematoda phylum)","unknown (nematoda phylum)","unknown (nematoda phylum)"
"animalia","arthropoda",NA,NA,"insecta","diptera","ceratopogonidae","unknown (ceratopogonidae family)","unknown (ceratopogonidae family)"
"animalia","arthropoda",NA,NA,"insecta","ephemeroptera","leptophlebiidae","habroleptoides","habroleptoides confusa"
"animalia","arthropoda",NA,NA,"insecta","diptera","chironomidae","polypedilum","polypedilum convictum"
"animalia","annelida",NA,NA,"oligochaeta","haplotaxida","enchytraeidae","fridericia","unknown (fridericia genus)"
"animalia","annelida",NA,NA,"oligochaeta","haplotaxida","enchytraeidae","cognettia","cognettia glandulosa"
"animalia","arthropoda",NA,NA,"insecta","diptera","chironomidae","conchapelopia","unknown (conchapelopia genus)"
"animalia","arthropoda",NA,NA,"insecta","ephemeroptera","baetidae","baetis","baetis rhodani"
"animalia","arthropoda",NA,NA,"insecta","diptera","simuliidae","simulium","unknown (simulium genus)"
"animalia","arthropoda",NA,NA,"insecta","plecoptera","perlidae","perla","unknown (perla genus)"
"animalia","arthropoda",NA,NA,"insecta","ephemeroptera","heptageniidae","ecdyonurus","ecdyonurus venosus"
"animalia","arthropoda",NA,NA,"insecta","diptera","chironomidae","prodiamesa","prodiamesa olivacea"
"animalia","arthropoda",NA,NA,"arachnida","trombidiformes","lebertiidae","lebertia","unknown (lebertia genus)"
"animalia","arthropoda",NA,NA,"insecta","coleoptera","hydraenidae","hydraena","unknown (hydraena genus)"
"animalia","arthropoda",NA,NA,"insecta","diptera","chironomidae","micropsectra","unknown (micropsectra genus)"
"animalia","arthropoda",NA,NA,"insecta","coleoptera","elmidae","elmis","elmis aenea"
"animalia","arthropoda",NA,NA,"insecta","diptera","chironomidae","cricotopus","cricotopus tremulus"
"animalia","annelida",NA,NA,"oligochaeta","haplotaxida","naididae","potamothrix","unknown (potamothrix genus)"
"animalia","arthropoda",NA,NA,"insecta","diptera","chironomidae","parametriocnemus","unknown (parametriocnemus genus)"
"animalia","arthropoda",NA,NA,"insecta","diptera","limoniidae","hexatoma","unknown (hexatoma genus)"
"animalia","arthropoda",NA,NA,"insecta","diptera","chironomidae","virgatanytarsus","unknown (virgatanytarsus genus)"
"animalia","arthropoda",NA,NA,"insecta","odonata","gomphidae","onychogomphus","onychogomphus forcipatus"
"animalia","arthropoda",NA,NA,"insecta","heteroptera","gerridae","gerris","unknown (gerris genus)"
"animalia","arthropoda",NA,NA,"insecta","diptera","tabanidae","tabanus","unknown (tabanus genus)"
"animalia","arthropoda",NA,NA,"insecta","ephemeroptera","baetidae","procloeon","procloeon pennulatum"
"animalia","arthropoda",NA,NA,"insecta","coleoptera","hydrophilidae","laccobius","unknown (laccobius genus)"
"animalia","arthropoda",NA,NA,"insecta","trichoptera","goeridae","silo","silo nigricornis"
"animalia","arthropoda",NA,NA,"insecta","odonata","calopterygidae","calopteryx","calopteryx splendens"
"animalia","arthropoda",NA,NA,"insecta","trichoptera","hydroptilidae","hydroptila","hydroptila sparsa"
"animalia","arthropoda",NA,NA,"insecta","diptera","chironomidae","tanytarsus","unknown (tanytarsus genus)"
"animalia","arthropoda",NA,NA,"insecta","diptera","chironomidae","microtendipes","microtendipes pedellus"
"animalia","arthropoda",NA,NA,"insecta","diptera","chironomidae","rheocricotopus","rheocricotopus fuscipes"
"animalia","arthropoda",NA,NA,"insecta","trichoptera","hydropsychidae","hydropsyche","hydropsyche bulbifera"
"animalia","arthropoda",NA,NA,"insecta","diptera","tipulidae","tipula","unknown (tipula genus)"
"animalia","arthropoda",NA,NA,"insecta","ephemeroptera","baetidae","baetis","baetis fuscatus"
"animalia","arthropoda",NA,NA,"insecta","coleoptera","elmidae","esolus","unknown (esolus genus)"
"animalia","platyhelminthes","unknown (platyhelminthes phylum)","unknown (platyhelminthes phylum)","unknown (platyhelminthes phylum)","unknown (platyhelminthes phylum)","unknown (platyhelminthes phylum)","unknown (platyhelminthes phylum)","unknown (platyhelminthes phylum)"
"animalia","arthropoda",NA,NA,"insecta","coleoptera","dytiscidae","platambus","platambus maculatus"
"animalia","arthropoda",NA,NA,"insecta","diptera","chironomidae","ablabesmyia","ablabesmyia longistyla"
"animalia","arthropoda",NA,NA,"insecta","trichoptera","rhyacophilidae","rhyacophila","rhyacophila vulgaris"
"animalia","annelida",NA,NA,"oligochaeta","haplotaxida","naididae","nais","nais communis"
"animalia","arthropoda",NA,NA,"insecta","diptera","chironomidae","polypedilum","polypedilum nubeculosum"
"animalia","arthropoda",NA,NA,"insecta","diptera","chironomidae","saetheria","unknown (saetheria genus)"
"animalia","arthropoda",NA,NA,"insecta","diptera","chironomidae","micropsectra","micropsectra junci"
"animalia","arthropoda",NA,NA,"insecta","diptera","chironomidae","brillia","brillia modesta"
"animalia","annelida",NA,NA,"oligochaeta","haplotaxida","naididae","nais","nais alpina"
"animalia","arthropoda",NA,NA,"insecta","ephemeroptera","baetidae","baetis","baetis scambus"
"animalia","arthropoda",NA,NA,"insecta","diptera","chironomidae","brillia","unknown (brillia genus)"
"animalia","arthropoda",NA,NA,"insecta","diptera","empididae","chelifera","unknown (chelifera genus)"
"animalia","arthropoda",NA,NA,"insecta","plecoptera","perlodidae","isoperla","unknown (isoperla genus)"
"animalia","arthropoda",NA,NA,"arachnida","trombidiformes","limnesiidae","limnesia","unknown (limnesia genus)"
"animalia","arthropoda",NA,NA,"arachnida","trombidiformes","sperchontidae","sperchon","sperchon glandulosus"
"animalia","arthropoda",NA,NA,"insecta","plecoptera","perlodidae","isoperla","isoperla grammatica"
"animalia","arthropoda",NA,NA,"insecta","ephemeroptera","heptageniidae","ecdyonurus","ecdyonurus torrentis"
"animalia","annelida",NA,NA,"oligochaeta","haplotaxida","naididae","nais","unknown (nais genus)"
"animalia","arthropoda",NA,NA,"insecta","ephemeroptera","heptageniidae","ecdyonurus","unknown (ecdyonurus genus)"
"animalia","arthropoda",NA,NA,"insecta","trichoptera","limnephilidae","drusus","unknown (drusus genus)"
"animalia","arthropoda",NA,NA,"insecta","diptera","chironomidae","cricotopus","unknown (cricotopus genus)"
"animalia","arthropoda",NA,NA,"insecta","plecoptera","perlodidae","perlodes","unknown (perlodes genus)"
"animalia","arthropoda",NA,NA,"insecta","plecoptera","nemouridae","nemoura","unknown (nemoura genus)"
"animalia","arthropoda",NA,NA,"insecta","diptera","chironomidae","paracladius","paracladius alpicola"
"animalia","arthropoda",NA,NA,"insecta","diptera","athericidae","atherix","atherix ibis"
"animalia","arthropoda",NA,NA,"insecta","ephemeroptera","caenidae","caenis","unknown (caenis genus)"
"animalia","arthropoda",NA,NA,"insecta","trichoptera","limnephilidae","potamophylax","unknown (potamophylax genus)"
"animalia","arthropoda",NA,NA,"insecta","trichoptera","beraeidae","beraea","unknown (beraea genus)"
"animalia","arthropoda",NA,NA,"insecta","trichoptera","rhyacophilidae","rhyacophila","rhyacophila philopotamoides"
"animalia","arthropoda",NA,NA,"insecta","plecoptera","perlodidae","perlodes","perlodes microcephalus"
"animalia","arthropoda",NA,NA,"insecta","diptera","chironomidae","corynoneura","corynoneura scutellata"
"animalia","arthropoda",NA,NA,"insecta","ephemeroptera","baetidae","baetis","baetis alpinus"
"animalia","arthropoda",NA,NA,"insecta","ephemeroptera","baetidae","baetis","unknown (baetis genus)"
"animalia","arthropoda",NA,NA,"insecta","ephemeroptera","baetidae","baetis","baetis vernus"
"animalia","arthropoda",NA,NA,"insecta","trichoptera","goeridae","silo","unknown (silo genus)"
"animalia","arthropoda",NA,NA,"insecta","trichoptera","sericostomatidae","sericostoma","sericostoma personatum"
"animalia","annelida",NA,NA,"oligochaeta","haplotaxida","naididae","nais","nais barbata"
"animalia","annelida",NA,NA,"oligochaeta","haplotaxida","naididae","nais","nais bretscheri"
"animalia","arthropoda",NA,NA,"insecta","trichoptera","hydropsychidae","hydropsyche","unknown (hydropsyche genus)"
"animalia","arthropoda",NA,NA,"arachnida","trombidiformes","hygrobatidae","atractides","unknown (atractides genus)"
"animalia","arthropoda",NA,NA,"insecta","diptera","chironomidae","eukiefferiella","unknown (eukiefferiella genus)"
"animalia","annelida",NA,NA,"oligochaeta","haplotaxida","naididae","chaetogaster","unknown (chaetogaster genus)"
"animalia","arthropoda",NA,NA,"insecta","trichoptera","rhyacophilidae","rhyacophila","rhyacophila fasciata"
"animalia","arthropoda",NA,NA,"insecta","diptera","ceratopogonidae","bezzia","unknown (bezzia genus)"
"animalia","arthropoda",NA,NA,"insecta","trichoptera","limnephilidae","limnephilus","unknown (limnephilus genus)"
"animalia","arthropoda",NA,NA,"insecta","diptera","chironomidae","rheocricotopus","unknown (rheocricotopus genus)"
"animalia","arthropoda",NA,NA,"insecta","ephemeroptera","ephemerellidae","unknown (ephemerellidae family)","unknown (ephemerellidae family)"
"animalia","arthropoda",NA,NA,"insecta","ephemeroptera","heptageniidae","heptagenia","heptagenia sulphurea"
"animalia","arthropoda",NA,NA,"insecta","ephemeroptera","heptageniidae","rhithrogena","rhithrogena semicolorata"
"animalia","arthropoda",NA,NA,"insecta","trichoptera","hydropsychidae","hydropsyche","hydropsyche pellucidula"
"animalia","annelida",NA,NA,"clitellata","arhynchobdellida","erpobdellidae","erpobdella","erpobdella octoculata"
"animalia","arthropoda",NA,NA,"insecta","plecoptera","capniidae","zwicknia","zwicknia bifrons"
"animalia","arthropoda",NA,NA,"insecta","diptera","chironomidae","chironomus","unknown (chironomus genus)"
"animalia","arthropoda",NA,NA,"insecta","diptera","chironomidae","unknown (chironomidae family)","unknown (chironomidae family)"
"animalia","annelida",NA,NA,"clitellata","rhynchobdellida","glossiphoniidae","glossiphonia","glossiphonia complanata"
"animalia","annelida",NA,NA,"oligochaeta","haplotaxida","naididae","stylaria","stylaria lacustris"
"animalia","arthropoda",NA,NA,"insecta","diptera","chironomidae","thienemannimyia","unknown (thienemannimyia genus)"
"animalia","arthropoda",NA,NA,"malacostraca","amphipoda","gammaridae","gammarus","unknown (gammarus genus)"
"animalia","arthropoda",NA,NA,"insecta","coleoptera","elmidae","elmis","elmis latreillei"
"animalia","arthropoda",NA,NA,"insecta","plecoptera","leuctridae","leuctra","leuctra nigra"
"animalia","arthropoda",NA,NA,"insecta","plecoptera","perlidae","perla","perla bipunctata"
"animalia","mollusca",NA,NA,"gastropoda","basommatophora","ancylidae","ancylus","ancylus fluviatilis"
"animalia","arthropoda",NA,NA,"insecta","trichoptera","hydropsychidae","hydropsyche","hydropsyche instabilis"
"animalia","arthropoda",NA,NA,"insecta","plecoptera","perlidae","perla","perla marginata"
"animalia","arthropoda",NA,NA,"insecta","ephemeroptera","heptageniidae","epeorus","epeorus sylvicola"
"animalia","arthropoda",NA,NA,"malacostraca","amphipoda","gammaridae","gammarus","gammarus roeselii"
"animalia","arthropoda",NA,NA,"insecta","plecoptera","perlidae","dinocras","dinocras cephalotes"
"animalia","arthropoda",NA,NA,"insecta","ephemeroptera","baetidae","cloeon","cloeon dipterum"
"animalia","arthropoda",NA,NA,"insecta","ephemeroptera","baetidae","baetis","baetis lutheri"
"animalia","arthropoda",NA,NA,"insecta","ephemeroptera","baetidae","baetis","baetis buceratus"
"animalia","arthropoda",NA,NA,"arachnida","trombidiformes","torrenticolidae","torrenticola","unknown (torrenticola genus)"
"animalia","mollusca",NA,NA,"gastropoda","basommatophora","planorbidae","gyraulus","unknown (gyraulus genus)"
"animalia","mollusca",NA,NA,"gastropoda","basommatophora","planorbidae","gyraulus","gyraulus albus"
"animalia","mollusca",NA,NA,"bivalvia","veneroida","pisidiidae","pisidium","unknown (pisidium genus)"
"animalia","arthropoda",NA,NA,"insecta","ephemeroptera","baetidae","centroptilum","centroptilum luteolum"
"animalia","arthropoda",NA,NA,"insecta","ephemeroptera","leptophlebiidae","leptophlebia","leptophlebia marginata"
"animalia","arthropoda",NA,NA,"insecta","ephemeroptera","leptophlebiidae","leptophlebia","leptophlebia vespertina"
"animalia","arthropoda",NA,NA,"insecta","odonata","calopterygidae","calopteryx","calopteryx virgo"
"animalia","arthropoda",NA,NA,"insecta","plecoptera","leuctridae","leuctra","leuctra digitata"
"animalia","arthropoda",NA,NA,"insecta","coleoptera","elmidae","oulimnius","unknown (oulimnius genus)"
"animalia","arthropoda",NA,NA,"insecta","trichoptera","hydroptilidae","oxyethira","unknown (oxyethira genus)"
"animalia","arthropoda",NA,NA,"insecta","trichoptera","polycentropodidae","polycentropus","polycentropus flavomaculatus"
"animalia","arthropoda",NA,NA,"insecta","trichoptera","leptoceridae","athripsodes","unknown (athripsodes genus)"
"animalia","arthropoda",NA,NA,"insecta","trichoptera","leptoceridae","oecetis","oecetis testacea"
"animalia","arthropoda",NA,NA,"insecta","lepidoptera","unknown (lepidoptera order)","unknown (lepidoptera order)","unknown (lepidoptera order)"
"animalia","arthropoda",NA,NA,"insecta","ephemeroptera","ameletidae","ameletus","ameletus inopinatus"
"animalia","arthropoda",NA,NA,"insecta","ephemeroptera","baetidae","alainites","alainites muticus"
"animalia","arthropoda",NA,NA,"insecta","ephemeroptera","heptageniidae","heptagenia","heptagenia dalecarlica"
"animalia","arthropoda",NA,NA,"insecta","ephemeroptera","ephemerellidae","ephemerella","ephemerella aurivillii"
"animalia","arthropoda",NA,NA,"insecta","diptera","simuliidae","unknown (simuliidae family)","unknown (simuliidae family)"
"animalia","arthropoda",NA,NA,"insecta","diptera","empididae","unknown (empididae family)","unknown (empididae family)"
"animalia","mollusca",NA,NA,"gastropoda","basommatophora","planorbidae","bathyomphalus","bathyomphalus contortus"
"animalia","arthropoda",NA,NA,"insecta","ephemeroptera","leptophlebiidae","leptophlebia","unknown (leptophlebia genus)"
"animalia","arthropoda",NA,NA,"insecta","ephemeroptera","ephemerellidae","ephemerella","unknown (ephemerella genus)"
"animalia","arthropoda",NA,NA,"insecta","odonata","unknown (odonata order)","unknown (odonata order)","unknown (odonata order)"
"animalia","arthropoda",NA,NA,"insecta","plecoptera","perlodidae","isoperla","isoperla difformis"
"animalia","arthropoda",NA,NA,"insecta","plecoptera","nemouridae","amphinemura","amphinemura borealis"
"animalia","arthropoda",NA,NA,"insecta","trichoptera","rhyacophilidae","rhyacophila","unknown (rhyacophila genus)"
"animalia","arthropoda",NA,NA,"insecta","trichoptera","hydroptilidae","hydroptila","unknown (hydroptila genus)"
"animalia","arthropoda",NA,NA,"insecta","trichoptera","hydroptilidae","ithytrichia","unknown (ithytrichia genus)"
"animalia","arthropoda",NA,NA,"insecta","trichoptera","hydropsychidae","hydropsyche","hydropsyche siltalai"
"animalia","arthropoda",NA,NA,"insecta","ephemeroptera","baetidae","baetis","baetis subalpinus"
"animalia","arthropoda",NA,NA,"insecta","trichoptera","limnephilidae","halesus","unknown (halesus genus)"
"animalia","arthropoda",NA,NA,"insecta","diptera","limoniidae","unknown (limoniidae family)","unknown (limoniidae family)"
"animalia","arthropoda",NA,NA,"insecta","ephemeroptera","baetidae","cloeon","unknown (cloeon genus)"
"animalia","arthropoda",NA,NA,"insecta","ephemeroptera","baetidae","nigrobaetis","nigrobaetis niger"
"animalia","arthropoda",NA,NA,"insecta","coleoptera","elmidae","limnius","limnius volckmari"
"animalia","arthropoda",NA,NA,"insecta","ephemeroptera","ephemeridae","ephemera","ephemera vulgata"
"animalia","arthropoda",NA,NA,"insecta","odonata","cordulegastridae","cordulegaster","cordulegaster boltonii"
"animalia","arthropoda",NA,NA,"insecta","plecoptera","nemouridae","amphinemura","amphinemura sulcicollis"
"animalia","arthropoda",NA,NA,"insecta","plecoptera","leuctridae","leuctra","leuctra fusca"
"animalia","arthropoda",NA,NA,"insecta","trichoptera","glossosomatidae","agapetus","agapetus ochripes"
"animalia","arthropoda",NA,NA,"insecta","trichoptera","lepidostomatidae","lepidostoma","lepidostoma hirtum"
"animalia","arthropoda",NA,NA,"insecta","diptera","psychodidae","unknown (psychodidae family)","unknown (psychodidae family)"
"animalia","arthropoda",NA,NA,"malacostraca","isopoda","asellidae","asellus","asellus aquaticus"
"animalia","arthropoda",NA,NA,"insecta","ephemeroptera","siphlonuridae","siphlonurus","siphlonurus alternatus"
"animalia","arthropoda",NA,NA,"insecta","heteroptera","corixidae","cymatia","cymatia bonsdorffii"
"animalia","arthropoda",NA,NA,"insecta","hemiptera","micronectidae","micronecta","unknown (micronecta genus)"
"animalia","arthropoda",NA,NA,"insecta","megaloptera","sialidae","sialis","sialis lutaria"
"animalia","arthropoda",NA,NA,"insecta","trichoptera","polycentropodidae","neureclipsis","neureclipsis bimaculata"
"animalia","arthropoda",NA,NA,"insecta","trichoptera","molannidae","molannodes","molannodes tinctus"
"animalia","arthropoda",NA,NA,"insecta","trichoptera","psychomyiidae","psychomyia","psychomyia pusilla"
"animalia","arthropoda",NA,NA,"insecta","trichoptera","leptoceridae","ceraclea","ceraclea dissimilis"
"animalia","arthropoda",NA,NA,"insecta","plecoptera","nemouridae","protonemura","protonemura meyeri"
"animalia","arthropoda",NA,NA,"insecta","diptera","tipulidae","unknown (tipulidae family)","unknown (tipulidae family)"
"animalia","mollusca",NA,NA,"gastropoda","basommatophora","lymnaeidae","peregriana","peregriana peregra"
"animalia","mollusca",NA,NA,"bivalvia","veneroida","pisidiidae","unknown (sphaeriidae family)","unknown (sphaeriidae family)"
"animalia","arthropoda",NA,NA,"insecta","plecoptera","nemouridae","amphinemura","unknown (amphinemura genus)"
"animalia","arthropoda",NA,NA,"insecta","plecoptera","perlodidae","isoperla","isoperla obscura"
"animalia","arthropoda",NA,NA,"insecta","plecoptera","taeniopterygidae","brachyptera","brachyptera risi"
"animalia","arthropoda",NA,NA,"insecta","plecoptera","nemouridae","nemoura","nemoura avicularis"
"animalia","arthropoda",NA,NA,"insecta","plecoptera","perlodidae","skwala","skwala compacta"
"animalia","arthropoda",NA,NA,"insecta","plecoptera","perlodidae","diura","diura nanseni"
"animalia","arthropoda",NA,NA,"insecta","coleoptera","dytiscidae","oreodytes","oreodytes sanmarkii"
"animalia","arthropoda",NA,NA,"insecta","coleoptera","dytiscidae","oreodytes","unknown (oreodytes genus)"
"animalia","arthropoda",NA,NA,"insecta","heteroptera","aphelocheiridae","unknown (aphelocheiridae family)","unknown (aphelocheiridae family)"
"animalia","arthropoda",NA,NA,"malacostraca","decapoda","atyidae","unknown (atyidae family)","unknown (atyidae family)"
"animalia","arthropoda",NA,NA,"insecta","ephemeroptera","baetidae","unknown (baetidae family)","unknown (baetidae family)"
"animalia","arthropoda",NA,NA,"insecta","ephemeroptera","caenidae","unknown (caenidae family)","unknown (caenidae family)"
"animalia","arthropoda",NA,NA,"insecta","diptera","culicidae","unknown (culicidae family)","unknown (culicidae family)"
"animalia","arthropoda",NA,NA,"insecta","coleoptera","dytiscidae","unknown (dytiscidae family)","unknown (dytiscidae family)"
"animalia","arthropoda",NA,NA,"insecta","coleoptera","elmidae","unknown (elmidae family)","unknown (elmidae family)"
"animalia","arthropoda",NA,NA,"malacostraca","amphipoda","gammaridae","unknown (gammaridae family)","unknown (gammaridae family)"
"animalia","arthropoda",NA,NA,"insecta","heteroptera","gerridae","unknown (gerridae family)","unknown (gerridae family)"
"animalia","mollusca",NA,NA,"gastropoda","neotaenioglossa","hydrobiidae","unknown (hydrobiidae family)","unknown (hydrobiidae family)"
"animalia","arthropoda",NA,NA,"insecta","coleoptera","hydrophilidae","unknown (hydrophilidae family)","unknown (hydrophilidae family)"
"animalia","arthropoda",NA,NA,"insecta","trichoptera","hydropsychidae","unknown (hydropsychidae family)","unknown (hydropsychidae family)"
"animalia","arthropoda",NA,NA,"insecta","trichoptera","hydroptilidae","unknown (hydroptilidae family)","unknown (hydroptilidae family)"
"animalia","annelida",NA,NA,"clitellata","unknown (clitellata class)","unknown (clitellata class)","unknown (clitellata class)","unknown (clitellata class)"
"animalia","arthropoda",NA,NA,"insecta","megaloptera","sialidae","unknown (sialidae family)","unknown (sialidae family)"
"animalia","mollusca",NA,NA,"gastropoda","basommatophora","planorbidae","unknown (planorbidae family)","unknown (planorbidae family)"
"animalia","arthropoda",NA,NA,"insecta","trichoptera","brachycentridae","unknown (brachycentridae family)","unknown (brachycentridae family)"
"animalia","annelida",NA,NA,"clitellata","arhynchobdellida","erpobdellidae","unknown (erpobdellidae family)","unknown (erpobdellidae family)"
"animalia","arthropoda",NA,NA,"insecta","ephemeroptera","heptageniidae","unknown (heptageniidae family)","unknown (heptageniidae family)"
"animalia","arthropoda",NA,NA,"arachnida","trombidiformes","arrenuridae","hydracarina","unknown (hydracarina genus)"
"animalia","arthropoda",NA,NA,"insecta","trichoptera","leptoceridae","unknown (leptoceridae family)","unknown (leptoceridae family)"
"animalia","arthropoda",NA,NA,"insecta","plecoptera","leuctridae","unknown (leuctridae family)","unknown (leuctridae family)"
"animalia","arthropoda",NA,NA,"insecta","trichoptera","limnephilidae","unknown (limnephilidae family)","unknown (limnephilidae family)"
"animalia","mollusca",NA,NA,"gastropoda","basommatophora","lymnaeidae","unknown (lymnaeidae family)","unknown (lymnaeidae family)"
"animalia","arthropoda",NA,NA,"insecta","trichoptera","polycentropodidae","unknown (polycentropodidae family)","unknown (polycentropodidae family)"
"animalia","arthropoda",NA,NA,"insecta","trichoptera","rhyacophilidae","unknown (rhyacophilidae family)","unknown (rhyacophilidae family)"
"animalia","arthropoda",NA,NA,"insecta","diptera","tabanidae","unknown (tabanidae family)","unknown (tabanidae family)"
"animalia","arthropoda",NA,NA,"insecta","diptera","athericidae","unknown (athericidae family)","unknown (athericidae family)"
"animalia","arthropoda",NA,NA,"insecta","heteroptera","corixidae","unknown (corixidae family)","unknown (corixidae family)"
"animalia","arthropoda",NA,NA,"insecta","plecoptera","nemouridae","unknown (nemouridae family)","unknown (nemouridae family)"
"animalia","arthropoda",NA,NA,"insecta","trichoptera","odontoceridae","unknown (odontoceridae family)","unknown (odontoceridae family)"
"animalia","arthropoda",NA,NA,"insecta","plecoptera","perlidae","unknown (perlidae family)","unknown (perlidae family)"
"animalia","arthropoda",NA,NA,"insecta","trichoptera","sericostomatidae","unknown (sericostomatidae family)","unknown (sericostomatidae family)"
"animalia","arthropoda",NA,NA,"insecta","diptera","blephariceridae","unknown (blephariceridae family)","unknown (blephariceridae family)"
"animalia","arthropoda",NA,NA,"insecta","coleoptera","hydraenidae","unknown (hydraenidae family)","unknown (hydraenidae family)"
"animalia","arthropoda",NA,NA,"insecta","diptera","sciomyzidae","unknown (sciomyzidae family)","unknown (sciomyzidae family)"
"animalia","arthropoda",NA,NA,"insecta","hemiptera","veliidae","unknown (veliidae family)","unknown (veliidae family)"
"animalia","arthropoda",NA,NA,"insecta","coleoptera","dryopidae","unknown (dryopidae family)","unknown (dryopidae family)"
"animalia","annelida",NA,NA,"clitellata","rhynchobdellida","glossiphoniidae","unknown (glossiphoniidae family)","unknown (glossiphoniidae family)"
"animalia","arthropoda",NA,NA,"insecta","odonata","gomphidae","unknown (gomphidae family)","unknown (gomphidae family)"
"animalia","arthropoda",NA,NA,"insecta","ephemeroptera","leptophlebiidae","unknown (leptophlebiidae family)","unknown (leptophlebiidae family)"
"animalia","arthropoda",NA,NA,"insecta","heteroptera","naucoridae","unknown (naucoridae family)","unknown (naucoridae family)"
"animalia","arthropoda",NA,NA,"insecta","ephemeroptera","potamanthidae","unknown (potamanthidae family)","unknown (potamanthidae family)"
"animalia","arthropoda",NA,NA,"insecta","coleoptera","scirtidae","unknown (scirtidae family)","unknown (scirtidae family)"
"animalia","arthropoda",NA,NA,"insecta","diptera","stratiomyidae","unknown (stratiomyidae family)","unknown (stratiomyidae family)"
"animalia","arthropoda",NA,NA,"insecta","odonata","cordulegasteridae","unknown (cordulegasteridae family)","unknown (cordulegasteridae family)"
"animalia","arthropoda",NA,NA,"insecta","ephemeroptera","ephemeridae","unknown (ephemeridae family)","unknown (ephemeridae family)"
"animalia","arthropoda",NA,NA,"insecta","trichoptera","glossosomatidae","unknown (glossosomatidae family)","unknown (glossosomatidae family)"
"animalia","arthropoda",NA,NA,"insecta","coleoptera","gyrinidae","unknown (gyrinidae family)","unknown (gyrinidae family)"
"animalia","arthropoda",NA,NA,"insecta","diptera","rhagionidae","unknown (rhagionidae family)","unknown (rhagionidae family)"
"animalia","arthropoda",NA,NA,"insecta","diptera","anthomyiidae","unknown (anthomyiidae family)","unknown (anthomyiidae family)"
"animalia","arthropoda",NA,NA,"insecta","odonata","calopterygidae","unknown (calopterygidae family)","unknown (calopterygidae family)"
"animalia","arthropoda",NA,NA,"insecta","trichoptera","lepidostomatidae","unknown (lepidostomatidae family)","unknown (lepidostomatidae family)"
"animalia","arthropoda",NA,NA,"ostracoda","unknown (ostracoda class)","unknown (ostracoda class)","unknown (ostracoda class)","unknown (ostracoda class)"
"animalia","arthropoda",NA,NA,"insecta","trichoptera","psychomyiidae","unknown (psychomyiidae family)","unknown (psychomyiidae family)"
"animalia","arthropoda",NA,NA,"insecta","diptera","dixidae","unknown (dixidae family)","unknown (dixidae family)"
"animalia","arthropoda",NA,NA,"insecta","trichoptera","philopotamidae","unknown (philopotamidae family)","unknown (philopotamidae family)"
"animalia","arthropoda",NA,NA,"insecta","hemiptera","hydrometridae","unknown (hydrometridae family)","unknown (hydrometridae family)"
"animalia","mollusca",NA,NA,"gastropoda","basommatophora","physidae","unknown (physidae family)","unknown (physidae family)"
"animalia","arthropoda",NA,NA,"insecta","plecoptera","chloroperlidae","unknown (chloroperlidae family)","unknown (chloroperlidae family)"
"animalia","arthropoda",NA,NA,"insecta","trichoptera","goeridae","unknown (goeridae family)","unknown (goeridae family)"
"animalia","arthropoda",NA,NA,"insecta","plecoptera","perlodidae","unknown (perlodidae family)","unknown (perlodidae family)"
"animalia","arthropoda",NA,NA,"insecta","coleoptera","helophoridae","unknown (helophoridae family)","unknown (helophoridae family)"
"animalia","arthropoda",NA,NA,"insecta","coleoptera","hydrochidae","unknown (hydrochidae family)","unknown (hydrochidae family)"
"animalia","arthropoda",NA,NA,"insecta","hemiptera","nepidae","unknown (nepidae family)","unknown (nepidae family)"
"animalia","arthropoda",NA,NA,"insecta","heteroptera","notonectidae","unknown (notonectidae family)","unknown (notonectidae family)"
